"sample","virus","uniquely_mapped_reads","multi_mapped_reads","total_mapped_reads","disease","cell_type"
"SRR22753374","HHV7","	0","	0","0","Control","CD14"
"SRR22753374","HSV1_KOS","	0","	41","41","Control","CD14"
"SRR22753374","HSV2_StrainG","	2","	2","4","Control","CD14"
"SRR22753374","KSHV","	2","	1","3","Control","CD14"
"SRR22753374","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753375","combined_herpes_viruses","	2","	27","29","Control","CD14"
"SRR22753375","EBV","	0","	0","0","Control","CD14"
"SRR22753375","HCMV","	0","	0","0","Control","CD14"
"SRR22753375","HHV6B","	0","	1","1","Control","CD14"
"SRR22753375","HHV7","	0","	0","0","Control","CD14"
"SRR22753375","HSV1_KOS","	6","	35","41","Control","CD14"
"SRR22753375","HSV2_StrainG","	1","	0","1","Control","CD14"
"SRR22753375","KSHV","	3","	1","4","Control","CD14"
"SRR22753375","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753376","combined_herpes_viruses","	6","	19","25","Control","CD14"
"SRR22753376","EBV","	0","	0","0","Control","CD14"
"SRR22753376","HCMV","	0","	0","0","Control","CD14"
"SRR22753376","HHV6B","	0","	1","1","Control","CD14"
"SRR22753376","HHV7","	0","	0","0","Control","CD14"
"SRR22753376","HSV1_KOS","	5","	36","41","Control","CD14"
"SRR22753376","HSV2_StrainG","	2","	3","5","Control","CD14"
"SRR22753376","KSHV","	5","	2","7","Control","CD14"
"SRR22753376","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753377","combined_herpes_viruses","	1","	27","28","Control","CD14"
"SRR22753377","EBV","	0","	0","0","Control","CD14"
"SRR22753377","HCMV","	0","	0","0","Control","CD14"
"SRR22753377","HHV6B","	0","	0","0","Control","CD14"
"SRR22753377","HHV7","	0","	0","0","Control","CD14"
"SRR22753377","HSV1_KOS","	8","	41","49","Control","CD14"
"SRR22753377","HSV2_StrainG","	2","	0","2","Control","CD14"
"SRR22753377","KSHV","	1","	0","1","Control","CD14"
"SRR22753377","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753378","combined_herpes_viruses","	4","	32","36","Control","CD4"
"SRR22753378","EBV","	0","	0","0","Control","CD4"
"SRR22753378","HCMV","	0","	0","0","Control","CD4"
"SRR22753378","HHV6B","	1","	1","2","Control","CD4"
"SRR22753378","HHV7","	0","	0","0","Control","CD4"
"SRR22753378","HSV1_KOS","	7","	40","47","Control","CD4"
"SRR22753378","HSV2_StrainG","	0","	2","2","Control","CD4"
"SRR22753378","KSHV","	3","	5","8","Control","CD4"
"SRR22753378","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753379","combined_herpes_viruses","	8","	36","44","Control","CD4"
"SRR22753379","EBV","	0","	0","0","Control","CD4"
"SRR22753379","HCMV","	0","	0","0","Control","CD4"
"SRR22753379","HHV6B","	1","	3","4","Control","CD4"
"SRR22753379","HHV7","	0","	0","0","Control","CD4"
"SRR22753379","HSV1_KOS","	13","	52","65","Control","CD4"
"SRR22753379","HSV2_StrainG","	2","	3","5","Control","CD4"
"SRR22753379","KSHV","	3","	3","6","Control","CD4"
"SRR22753379","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753380","combined_herpes_viruses","	8","	37","45","Control","CD4"
"SRR22753380","EBV","	0","	0","0","Control","CD4"
"SRR22753380","HCMV","	0","	0","0","Control","CD4"
"SRR22753380","HHV6B","	0","	1","1","Control","CD4"
"SRR22753380","HHV7","	0","	0","0","Control","CD4"
"SRR22753380","HSV1_KOS","	12","	55","67","Control","CD4"
"SRR22753380","HSV2_StrainG","	1","	2","3","Control","CD4"
"SRR22753380","KSHV","	9","	1","10","Control","CD4"
"SRR22753380","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753381","combined_herpes_viruses","	5","	45","50","Control","CD4"
"SRR22753381","EBV","	0","	0","0","Control","CD4"
"SRR22753381","HCMV","	0","	0","0","Control","CD4"
"SRR22753381","HHV6B","	0","	1","1","Control","CD4"
"SRR22753381","HHV7","	0","	0","0","Control","CD4"
"SRR22753381","HSV1_KOS","	5","	58","63","Control","CD4"
"SRR22753381","HSV2_StrainG","	1","	3","4","Control","CD4"
"SRR22753381","KSHV","	5","	4","9","Control","CD4"
"SRR22753381","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753382","combined_herpes_viruses","	1","	7","8","Control","CD4"
"SRR22753382","EBV","	0","	0","0","Control","CD4"
"SRR22753382","HCMV","	0","	0","0","Control","CD4"
"SRR22753382","HHV6B","	0","	0","0","Control","CD4"
"SRR22753382","HHV7","	0","	0","0","Control","CD4"
"SRR22753382","HSV1_KOS","	1","	8","9","Control","CD4"
"SRR22753382","HSV2_StrainG","	3","	7","10","Control","CD4"
"SRR22753382","KSHV","	4","	4","8","Control","CD4"
"SRR22753382","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753383","combined_herpes_viruses","	2","	10","12","Control","CD4"
"SRR22753383","EBV","	0","	0","0","Control","CD4"
"SRR22753383","HCMV","	0","	0","0","Control","CD4"
"SRR22753383","HHV6B","	0","	0","0","Control","CD4"
"SRR22753383","HHV7","	0","	0","0","Control","CD4"
"SRR22753383","HSV1_KOS","	1","	14","15","Control","CD4"
"SRR22753383","HSV2_StrainG","	2","	2","4","Control","CD4"
"SRR22753383","KSHV","	7","	0","7","Control","CD4"
"SRR22753383","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753384","combined_herpes_viruses","	3","	12","15","Control","CD4"
"SRR22753384","EBV","	0","	0","0","Control","CD4"
"SRR22753384","HCMV","	0","	0","0","Control","CD4"
"SRR22753384","HHV6B","	0","	0","0","Control","CD4"
"SRR22753384","HHV7","	0","	0","0","Control","CD4"
"SRR22753384","HSV1_KOS","	0","	16","16","Control","CD4"
"SRR22753384","HSV2_StrainG","	1","	1","2","Control","CD4"
"SRR22753384","KSHV","	5","	2","7","Control","CD4"
"SRR22753384","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753385","combined_herpes_viruses","	1","	6","7","Control","CD4"
"SRR22753385","EBV","	1","	0","1","Control","CD4"
"SRR22753385","HCMV","	0","	0","0","Control","CD4"
"SRR22753385","HHV6B","	0","	0","0","Control","CD4"
"SRR22753385","HHV7","	0","	0","0","Control","CD4"
"SRR22753385","HSV1_KOS","	1","	16","17","Control","CD4"
"SRR22753385","HSV2_StrainG","	1","	3","4","Control","CD4"
"SRR22753385","KSHV","	5","	2","7","Control","CD4"
"SRR22753385","VZV_Ellen","	0","	0","0","Control","CD4"
"SRR22753386","combined_herpes_viruses","	0","	2","2","Juvenile Dermatomyositis","PBMC"
"SRR22753386","EBV","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753386","HCMV","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753386","HHV6B","	2","	0","2","Juvenile Dermatomyositis","PBMC"
"SRR22753386","HHV7","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753386","HSV1_KOS","	0","	1","1","Juvenile Dermatomyositis","PBMC"
"SRR22753386","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753386","KSHV","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753386","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","PBMC"
"SRR22753387","combined_herpes_viruses","	13","	119","132","Juvenile Dermatomyositis","CD14"
"SRR22753387","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753387","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753387","HHV6B","	1","	1","2","Juvenile Dermatomyositis","CD14"
"SRR22753387","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753387","HSV1_KOS","	20","	149","169","Juvenile Dermatomyositis","CD14"
"SRR22753387","HSV2_StrainG","	1","	2","3","Juvenile Dermatomyositis","CD14"
"SRR22753387","KSHV","	1","	2","3","Juvenile Dermatomyositis","CD14"
"SRR22753387","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753388","combined_herpes_viruses","	9","	153","162","Juvenile Dermatomyositis","CD4"
"SRR22753388","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753388","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753388","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD4"
"SRR22753388","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753388","HSV1_KOS","	23","	197","220","Juvenile Dermatomyositis","CD4"
"SRR22753388","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753388","KSHV","	1","	0","1","Juvenile Dermatomyositis","CD4"
"SRR22753388","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753389","combined_herpes_viruses","	6","	88","94","Juvenile Dermatomyositis","CD19"
"SRR22753389","EBV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753389","HCMV","	1","	0","1","Juvenile Dermatomyositis","CD19"
"SRR22753389","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753389","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753389","HSV1_KOS","	15","	113","128","Juvenile Dermatomyositis","CD19"
"SRR22753389","HSV2_StrainG","	1","	1","2","Juvenile Dermatomyositis","CD19"
"SRR22753389","KSHV","	2","	1","3","Juvenile Dermatomyositis","CD19"
"SRR22753389","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753390","combined_herpes_viruses","	5","	59","64","Juvenile Dermatomyositis","CD14"
"SRR22753390","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753390","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753390","HHV6B","	1","	5","6","Juvenile Dermatomyositis","CD14"
"SRR22753390","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753390","HSV1_KOS","	9","	61","70","Juvenile Dermatomyositis","CD14"
"SRR22753390","HSV2_StrainG","	2","	0","2","Juvenile Dermatomyositis","CD14"
"SRR22753390","KSHV","	5","	2","7","Juvenile Dermatomyositis","CD14"
"SRR22753390","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753391","combined_herpes_viruses","	9","	95","104","Juvenile Dermatomyositis","CD8"
"SRR22753391","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753391","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753391","HHV6B","	1","	1","2","Juvenile Dermatomyositis","CD8"
"SRR22753391","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753391","HSV1_KOS","	20","	107","127","Juvenile Dermatomyositis","CD8"
"SRR22753391","HSV2_StrainG","	3","	1","4","Juvenile Dermatomyositis","CD8"
"SRR22753391","KSHV","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753391","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753392","combined_herpes_viruses","	6","	71","77","Juvenile Dermatomyositis","CD8"
"SRR22753392","EBV","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753392","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753392","HHV6B","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753392","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753392","HSV1_KOS","	10","	94","104","Juvenile Dermatomyositis","CD8"
"SRR22753392","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753392","KSHV","	1","	1","2","Juvenile Dermatomyositis","CD8"
"SRR22753392","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753393","combined_herpes_viruses","	7","	92","99","Juvenile Dermatomyositis","CD4"
"SRR22753393","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753393","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753393","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753393","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753393","HSV1_KOS","	17","	109","126","Juvenile Dermatomyositis","CD4"
"SRR22753393","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753393","KSHV","	0","	2","2","Juvenile Dermatomyositis","CD4"
"SRR22753393","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753394","combined_herpes_viruses","	29","	243","272","Juvenile Dermatomyositis","CD19"
"SRR22753394","EBV","	6","	0","6","Juvenile Dermatomyositis","CD19"
"SRR22753394","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753394","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753394","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753394","HSV1_KOS","	52","	321","373","Juvenile Dermatomyositis","CD19"
"SRR22753394","HSV2_StrainG","	1","	0","1","Juvenile Dermatomyositis","CD19"
"SRR22753394","KSHV","	1","	1","2","Juvenile Dermatomyositis","CD19"
"SRR22753394","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753395","combined_herpes_viruses","	1","	5","6","Control","CD8"
"SRR22753395","EBV","	0","	0","0","Control","CD8"
"SRR22753395","HCMV","	0","	0","0","Control","CD8"
"SRR22753395","HHV6B","	0","	0","0","Control","CD8"
"SRR22753395","HHV7","	0","	0","0","Control","CD8"
"SRR22753395","HSV1_KOS","	3","	12","15","Control","CD8"
"SRR22753395","HSV2_StrainG","	0","	2","2","Control","CD8"
"SRR22753395","KSHV","	4","	4","8","Control","CD8"
"SRR22753395","VZV_Ellen","	0","	0","0","Control","CD8"
"SRR22753396","combined_herpes_viruses","	7","	20","27","Control","CD14"
"SRR22753396","EBV","	0","	0","0","Control","CD14"
"SRR22753396","HCMV","	0","	0","0","Control","CD14"
"SRR22753396","HHV6B","	0","	0","0","Control","CD14"
"SRR22753396","HHV7","	0","	0","0","Control","CD14"
"SRR22753396","HSV1_KOS","	2","	36","38","Control","CD14"
"SRR22753396","HSV2_StrainG","	16","	15","31","Control","CD14"
"SRR22753396","KSHV","	30","	10","40","Control","CD14"
"SRR22753396","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753397","combined_herpes_viruses","	10","	29","39","Control","CD14"
"SRR22753397","EBV","	0","	0","0","Control","CD14"
"SRR22753397","HCMV","	0","	0","0","Control","CD14"
"SRR22753397","HHV6B","	0","	1","1","Control","CD14"
"SRR22753397","HHV7","	0","	0","0","Control","CD14"
"SRR22753397","HSV1_KOS","	4","	51","55","Control","CD14"
"SRR22753397","HSV2_StrainG","	8","	11","19","Control","CD14"
"SRR22753397","KSHV","	28","	9","37","Control","CD14"
"SRR22753397","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753398","combined_herpes_viruses","	10","	36","46","Control","CD14"
"SRR22753398","EBV","	0","	0","0","Control","CD14"
"SRR22753398","HCMV","	0","	0","0","Control","CD14"
"SRR22753398","HHV6B","	2","	2","4","Control","CD14"
"SRR22753398","HHV7","	0","	0","0","Control","CD14"
"SRR22753398","HSV1_KOS","	4","	50","54","Control","CD14"
"SRR22753398","HSV2_StrainG","	16","	16","32","Control","CD14"
"SRR22753398","KSHV","	24","	13","37","Control","CD14"
"SRR22753398","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753399","combined_herpes_viruses","	6","	33","39","Control","CD14"
"SRR22753399","EBV","	0","	1","1","Control","CD14"
"SRR22753399","HCMV","	0","	1","1","Control","CD14"
"SRR22753399","HHV6B","	0","	1","1","Control","CD14"
"SRR22753399","HHV7","	0","	0","0","Control","CD14"
"SRR22753399","HSV1_KOS","	3","	49","52","Control","CD14"
"SRR22753399","HSV2_StrainG","	9","	13","22","Control","CD14"
"SRR22753399","KSHV","	28","	3","31","Control","CD14"
"SRR22753399","VZV_Ellen","	0","	0","0","Control","CD14"
"SRR22753401","combined_herpes_viruses","	36","	350","386","Juvenile Dermatomyositis","CD8"
"SRR22753401","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753401","HCMV","	0","	1","1","Juvenile Dermatomyositis","CD8"
"SRR22753401","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753401","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753401","HSV1_KOS","	95","	465","560","Juvenile Dermatomyositis","CD8"
"SRR22753401","HSV2_StrainG","	1","	4","5","Juvenile Dermatomyositis","CD8"
"SRR22753401","KSHV","	0","	2","2","Juvenile Dermatomyositis","CD8"
"SRR22753401","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753402","combined_herpes_viruses","	11","	108","119","Juvenile Dermatomyositis","CD4"
"SRR22753402","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753402","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753402","HHV6B","	1","	0","1","Juvenile Dermatomyositis","CD4"
"SRR22753402","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753402","HSV1_KOS","	16","	154","170","Juvenile Dermatomyositis","CD4"
"SRR22753402","HSV2_StrainG","	0","	1","1","Juvenile Dermatomyositis","CD4"
"SRR22753402","KSHV","	0","	1","1","Juvenile Dermatomyositis","CD4"
"SRR22753402","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753403","combined_herpes_viruses","	45","	373","418","Juvenile Dermatomyositis","CD19"
"SRR22753403","EBV","	13","	1","14","Juvenile Dermatomyositis","CD19"
"SRR22753403","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753403","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753403","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753403","HSV1_KOS","	63","	459","522","Juvenile Dermatomyositis","CD19"
"SRR22753403","HSV2_StrainG","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753403","KSHV","	0","	1","1","Juvenile Dermatomyositis","CD19"
"SRR22753403","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753404","combined_herpes_viruses","	34","	398","432","Juvenile Dermatomyositis","CD14"
"SRR22753404","EBV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753404","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753404","HHV6B","	1","	1","2","Juvenile Dermatomyositis","CD14"
"SRR22753404","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753404","HSV1_KOS","	82","	522","604","Juvenile Dermatomyositis","CD14"
"SRR22753404","HSV2_StrainG","	1","	3","4","Juvenile Dermatomyositis","CD14"
"SRR22753404","KSHV","	3","	2","5","Juvenile Dermatomyositis","CD14"
"SRR22753404","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD14"
"SRR22753405","combined_herpes_viruses","	23","	198","221","Juvenile Dermatomyositis","CD8"
"SRR22753405","EBV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753405","HCMV","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753405","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753405","HHV7","	1","	0","1","Juvenile Dermatomyositis","CD8"
"SRR22753405","HSV1_KOS","	62","	325","387","Juvenile Dermatomyositis","CD8"
"SRR22753405","HSV2_StrainG","	2","	3","5","Juvenile Dermatomyositis","CD8"
"SRR22753405","KSHV","	3","	2","5","Juvenile Dermatomyositis","CD8"
"SRR22753405","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD8"
"SRR22753406","combined_herpes_viruses","	9","	145","154","Juvenile Dermatomyositis","CD19"
"SRR22753406","EBV","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753406","HCMV","	4","	0","4","Juvenile Dermatomyositis","CD19"
"SRR22753406","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753406","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753406","HSV1_KOS","	28","	188","216","Juvenile Dermatomyositis","CD19"
"SRR22753406","HSV2_StrainG","	0","	2","2","Juvenile Dermatomyositis","CD19"
"SRR22753406","KSHV","	3","	1","4","Juvenile Dermatomyositis","CD19"
"SRR22753406","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD19"
"SRR22753407","combined_herpes_viruses","	19","	183","202","Juvenile Dermatomyositis","CD4"
"SRR22753407","EBV","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753407","HCMV","	1","	0","1","Juvenile Dermatomyositis","CD4"
"SRR22753407","HHV6B","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753407","HHV7","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753407","HSV1_KOS","	42","	225","267","Juvenile Dermatomyositis","CD4"
"SRR22753407","HSV2_StrainG","	2","	1","3","Juvenile Dermatomyositis","CD4"
"SRR22753407","KSHV","	3","	2","5","Juvenile Dermatomyositis","CD4"
"SRR22753407","VZV_Ellen","	0","	0","0","Juvenile Dermatomyositis","CD4"
"SRR22753408","combined_herpes_viruses","	10","	120","130","Juvenile Dermatomyositis","CD19"
